artsy_id,artsy_slug,artsy_url,name,type,definition
4f99787ba5c03d0001000df0,violence,http://artsy.net/gene/violence,Violence,Concept,"Artworks that address acts of physical, psychological or sexual violence."
528645b27622ddc937000044,virtue-and-vice,http://artsy.net/gene/virtue-and-vice,Virtue and Vice,Concept,"Artworks that explore issues of morality or include depictions of good and evil, benevolence and sin. Art history is filled with such themes, characteristically informed by religious or cultural beliefs. Some examples include a masterpiece of Japanese Buddhist art, the Hell Scrolls, which dates to the 12th century and depicts sinners subjected to brutal punishments; engravings by [William Hogarth](/artist/william-hogarth) that provided social commentary on the virtues and vices of 18th-century British society; and [Hieronymus Bosch](/artist/hieronymus-bosch)’s imaginative and fantastical paintings, such as _Garden of Earthly Delights_ (ca. 1505–15), which was inspired by the Christian principles of good and evil."
4f511071d9c50c027b180d20,visual-perception,http://artsy.net/gene/visual-perception,Visual Perception,Concept,"Artworks that examine the subjectivity of the human visual process and its effect on art practice. Perception, as a general term, is arguably a central concern of all art practice, but particular artists stemming from and since the Renaissance have demonstrated a specific interest in it. [Leonardo da Vinci](/artist/leonardo-da-vinci), for example, obsessively studied the structure of the eye and the disparities between monocular and binocular vision, interrogating the ways in which artists depict three-dimensional space on a two-dimensional surface. Contemporary artists continue to engage with the processes of human vision, investigating subjects such as depth perception, optical illusions and instruments, and vision dysfunction."
5323635a9c18dbceca000568,contemporary-archaeological,http://artsy.net/gene/contemporary-archaeological,Contemporary Archaeological,Contemporary Tendencies (Strictly for Artists Prominent in 1990 and After),"Contemporary works that seem—because of what they are or how they're made—to be engaged with prehistoric culture. Artists might recreate fossils, stone-age tools, or other artifacts from a real or fictional prehistoric civilization. Such works often function as commentaries on modernity, progress, and technological development, or the Western interest in collecting such objects for scientific or anthropological study. Sometimes notions of the past, present, and future are blurred, as in the sculptures and installations of [Adrian Villár Rojas](/artist/adrian-villar-rojas), which are often futuristic in content but ancient in appearance.
"
558b2893776f7208f1000a98,contemporary-color-fields,http://artsy.net/gene/contemporary-color-fields,Contemporary Color Fields,Contemporary Tendencies (Strictly for Artists Prominent in 1990 and After),"Taking its name from the 1950s and ’60s art-historical term [Color Field Painting](/gene/color-field-painting)—coined when a pioneering group of artists chose to isolate and emphasize color over almost every other aspect of traditional artmaking—Contemporary Color Fields notes contemporary abstract works that emphasize swathes, or fields, of color. Such use often highlights the interplay between two or three colors or the predominance of particular colors in a swell of many. Aiming to envelop the viewer in typically delightful—or sometimes somber—color, the effect is often one of intense emotion or ethereality."
4dcdfa018080ad00010042a1,contemporary-conceptualism,http://artsy.net/gene/contemporary-conceptualism,Contemporary Conceptualism,Contemporary Tendencies (Strictly for Artists Prominent in 1990 and After),"A particularly broad label for contemporary art in which the ideas regarding the making or meaning of an art object are considered just as important as (or often more important than) the artwork itself. When compared to historical [Conceptual Art](/gene/conceptual-art), contemporary conceptual works more often embrace interdisciplinary approaches, audience participation, or the critique of institutions, political systems, and social and cultural hierarchies. Conceptual works can also often easily be identified with other broad categories, particularly [performance art](/gene/performance-art), new media, and [installation](/gene/installation). In light of recent political upheavals and worldwide economic downturn, the call to social action—which can be embedded in, related to, or merely inferred by an artwork—has become one of the most common characteristics of contemporary conceptual art.
"
4f58df2030ba52000100019a,contemporary-diy,http://artsy.net/gene/contemporary-diy,Contemporary DIY,Contemporary Tendencies (Strictly for Artists Prominent in 1990 and After),"DIY, short for ""Do-it-yourself,"" refers to contemporary artists who foreground self-reliance and the self-made, particularly in opposition to mass production and mass culture (and their accompanying alienation). DIY emerged in the 1950s' popularization of amateur home improvement and was given political significance by the 1960s counterculture, and later the Punk movement. Examples of Contemporary DIY include [Joe Scanlan's](/artist/joe-scanlan) _IKON EARTH_ project, in which he patented his own brand of potting soil, or [Andrea Zittel’s](/artist/andrea-zittel) A-Z enterprise, in which the artist produces clothing, furniture, and ""homestead units"" independent of all established systems of production and manufacturing. Frequently, artists working in this vein explore alternative modes of exhibition or distribution, such as zines, artist books, pop-up shops or architecture that blur the boundaries between living and working."
4f99d54747c98f0001000611,contemporary-fact-versus-fiction,http://artsy.net/gene/contemporary-fact-versus-fiction,Contemporary Fact versus Fiction,Contemporary Tendencies (Strictly for Artists Prominent in 1990 and After),"_""The documentary form is now more potent than ever, even though we believe less than ever in documentary truth..."" —Hito Steyerl_

Since the 1970s, contemporary photographers and filmmakers have questioned the truth claims of documentary photography. [Jeff Wall](/artist/jeff-wall) is arguably the most famous example—and root—of this tendency; he calls many of his photographs ""near documentary,"" since they appear like snapshots but are, in fact, elaborately staged, and subtly reveal their own artifice upon closer inspection. Works in this category question the widely held belief in the image as evidence, or the way ostensibly objective visual documentation shapes public perception and the historic record."
512657a523f3037e4c000602,contemporary-faux-naif,http://artsy.net/gene/contemporary-faux-naif,Contemporary Faux Naïf,Contemporary Tendencies (Strictly for Artists Prominent in 1990 and After),"_“Children also have artistic ability, and there is wisdom in their having it! The more helpless they are, the more instructive are the examples they furnish us.” —Paul Klee_

In the early 20th century, artists like [Paul Klee](/artist/paul-klee) attempted to reform art's staid conventions of beauty by returning to supposed primal or elementary beginnings. The art of children or those with mental disorders, which Klee championed and mimicked in his own work, seemed to offer access to authentic experience, unaffected by the trappings of civilization. Since then, many artists have attempted to present ostensibly unmediated expressions of creativity by eschewing traditional painting technique, a strategy that can be called “faux naïf”, derived from the French for “falsely naïve”. In contemporary practice, artists like [Tal R](/artist/tal-r) and [Jules de Balincourt](/artist/jules-de-balincourt) seek to address the modernist search for authenticity by adopting a child-like style."
4de95d89f31344000101e991,contemporary-feminist,http://artsy.net/gene/contemporary-feminist,Contemporary Feminist,Contemporary Tendencies (Strictly for Artists Prominent in 1990 and After),"Used in describing contemporary artworks engaged with, asserting, or promoting women and the female identity; directly related to [Feminist art](/gene/feminist-art). 

"
4dda69ffde762600010041b5,contemporary-gothic,http://artsy.net/gene/contemporary-gothic,Contemporary Gothic,Contemporary Tendencies (Strictly for Artists Prominent in 1990 and After),"A tendency that coalesced with the 1997 exhibition “Gothic” at the Institute of Contemporary Art in Boston. Characterized by an engagement with darkness and horror, contemporary Gothic works take as their starting points gothic music, such as heavy, black, and death metal, gothic novels, and horror movies."
4f50f37bd9c50c027b138413,contemporary-graphic-realism,http://artsy.net/gene/contemporary-graphic-realism,Contemporary Graphic Realism,Contemporary Tendencies (Strictly for Artists Prominent in 1990 and After),"Figurative artworks rendered in a highly graphic style, often featuring reductive shapes, streamlined contours, and flattened planes of color. Works in this category often resemble comic book illustrations, propaganda posters, or photographs altered with the use of a high-contrast filter."
4dda6a48fa614f0001002943,contemporary-grotesque,http://artsy.net/gene/contemporary-grotesque,Contemporary Grotesque,Contemporary Tendencies (Strictly for Artists Prominent in 1990 and After),Applied to contemporary works incorporating the [grotesque](/gene/grotesque).
4f50f595848eb23c370685c1,contemporary-modernist-type-photography-1,http://artsy.net/gene/contemporary-modernist-type-photography-1,Contemporary Modernist-Type Photography,Contemporary Tendencies (Strictly for Artists Prominent in 1990 and After),"Contemporary works that resemble or engage with [Modernist Photography](/gene/modernist-photography). In contemporary practice, many artists have often adopted the look of ""Modernist"" work as commentary on the objectivity of the medium or the legacy of iconic photographers of the era."
4e5f93b912c5db000136c14e,contemporary-participation,http://artsy.net/gene/contemporary-participation,Contemporary Participation,Contemporary Tendencies (Strictly for Artists Prominent in 1990 and After),Used in describing contemporary works that have a participatory or collaborative component.
4e5fe8e9e890b10001046154,contemporary-pop,http://artsy.net/gene/contemporary-pop,Contemporary Pop,Contemporary Tendencies (Strictly for Artists Prominent in 1990 and After),"When it emerged in the 1960s, [Pop art](/gene/pop-art) was not just about bold colors and celebrity culture; it brought the popular world—from cartoons and advertising to apples and bananas—into the realm of high art, turning taste on its head in the process. In the late 1980s, [Jeff Koons](/artist/jeff-koons), [Ashley Bickerton](/artist/ashley-bickerton), and a handful of mostly New York-based contemporary artists revived this sensibility, in a movement known informally as “Neo-Pop.”  The Pop aesthetic is now wide-spread and global; artists working in this vein combine everything from camp and tchotchkes to luxury and immortal materials. [Takashi Murakami](/artist/takashi-murakami)'s ebullient flowers or [Damien Hirst](/artist/damien-hirst)’s prescription drug-named dots toy with the line between low and high art while not shying away from themes of decadence and death. At times confrontational and provocative, at times irreverent and witty, Pop art—now as then—speaks to the objects and images of our everyday lives. Perhaps [Andy Warhol](/artist/andy-warhol) said it most presciently; when asked, in 1961, what Pop art is, he responded: “It's liking things.”"
509825637f47bb0002001147,contemporary-realist-portraiture,http://artsy.net/gene/contemporary-realist-portraiture,Contemporary Realist Portraiture,Contemporary Tendencies (Strictly for Artists Prominent in 1990 and After),"_""I refuse to make it a sociological exercise, to analyze personalities, or to use a style that gives clues to the person's personality. The truth is that I merely capture the person's appearance."" —[Thomas Ruff](/artist/thomas-ruff)_

Attempts at objective portraiture—the honest, real, unmediated portrayal of a person—have a long history in photography. In a series of sober portraits from the 1920s, German photographer [August Sander](/artist/august-sander) systematically documented his countrymen; the uniform staging and composition of these works accentuated social and professional markings, turning his subjects into social types. This series revealed a tension between a photograph’s ability to reveal something of a sitter’s individuality and inner life, and its exact representation of outward appearance. In recent practice, many photographers have also tried to present their subjects as they really are, flaws and all, while allowing for moments of candidness and vulnerability. Less austere (and more deliberate) than a mug shot, these works often bring facial features into high relief, allowing expressiveness to recede and making the sitter seem somehow up-close and removed at the same time. As Alfred Döblin said in 1928, “These photographs, like a fingerprint, are only one fact by which to identify a certain person.”"
4f50f50bd9c50c027b13af24,contemporary-surrealistic,http://artsy.net/gene/contemporary-surrealistic,Contemporary Surrealistic,Contemporary Tendencies (Strictly for Artists Prominent in 1990 and After),"An informal category for contemporary artworks informed in various ways by [Surrealism](/gene/surrealism), particularly its interest in the irrational, [automatism](/gene/automatism), the unconscious, madness, the grotesque, and the fantastical depiction of reality.
"
4f50f589d9c50c027b13bdc2,contemporary-traces-of-memory-1,http://artsy.net/gene/contemporary-traces-of-memory-1,Contemporary Traces of Memory,Contemporary Tendencies (Strictly for Artists Prominent in 1990 and After),"A broad grouping of contemporary works that attempt to capture a sense of memory through fading or disintegrating imagery. These works are often, but not always, figurative, and many are inspired by [Gerhard Richter](/artist/gerhard-richter)’s paintings. While the category is primarily comprised of paintings, it also includes highly stylized photography and video works that evoke the passage of time and memories both personal and collective."
4f511153d9c50c027b181f8e,contemporary-traditional-painting,http://artsy.net/gene/contemporary-traditional-painting,Contemporary Traditional Painting,Contemporary Tendencies (Strictly for Artists Prominent in 1990 and After),"Contemporary paintings created in a realistic manner and using traditional techniques to illustrate subjects or scenes so accurately that they closely resemble the observed world. Painters working in this vein often undergo rigorous training in methods that date back centuries, including lessons in anatomy, figure drawing, composition, and techniques of oil paint. Since the 18th century, such techniques have historically been associated with art academies, the most famous of which is the French Académie des Beaux-Arts. The French Académie importantly established a set of acceptable genres in which artists could paint, namely history painting, portraiture, still-life, and landscape. With the rise of abstract art in the 20th century, realist painting ceased to be the dominant mode of art-making, being viewed as less progressive, or even retrograde. Yet such traditional methods have continued to have widespread appeal, and contemporary artists continue to use these more conventional techniques and genres in dynamic new ways."
5006ec468f02fc0002000afa,contemporary-vintage-photography,http://artsy.net/gene/contemporary-vintage-photography,Contemporary Vintage Photography,Contemporary Tendencies (Strictly for Artists Prominent in 1990 and After),"_""My plates are horribly flawed, but of course it's the flaws I like.” —[Sally Mann](/artist/sally-mann)_

Against the tide of perfection and eye-popping colors made possible by digital photography, many contemporary photographers have looked to the aesthetics of the past, embracing everything from the soft warmth of a sepia-toned print to the darkroom mishaps and light-spots that used to result from clunky analogue cameras. Artists in this vein employ outdated, labor-intensive techniques, digitally introduce fading, or manually produce the wear-and-tear of vintage photographs—all by way of eschewing the crystal clarity and crisp lighting of much of today's photography."
50356575ab7498000200000d,emerging-art,http://artsy.net/gene/emerging-art,Emerging Art,Contemporary Tendencies (Strictly for Artists Prominent in 1990 and After),"A general category for contemporary artworks created after the year 2000 by contemporary artists under 40 years of age. In addition to younger artists and newer works, the category also includes artists who are relatively under-recognized but for the most part considered on the path to critical and/or market acceptance. While characteristically championed by smaller galleries and art fairs focused on younger artists, larger galleries and institutions regularly focus their energy on so-called emerging artists to define new styles and careers."
53062194b202a3baff000034,mimicking-ruined-materials,http://artsy.net/gene/mimicking-ruined-materials,Mimicking Ruined Materials,Contemporary Tendencies (Strictly for Artists Prominent in 1990 and After),"Works in this category mimic ruins in appearance or bear surface qualities that imitate decayed matter (as opposed to artworks that depict [ruins](/tag/ruins)). Ruins have long been a source of fascination in Western art, where they are often used to convey historical authenticity or to preserve an image of the past. Artificial ruins were among the more popular follies (ornamental buildings or architectural elements) of lavish 16th- and 17th-century European estates; a ruin in the vein of antiquity signified taste, as in [Gian Lorenzo Bernini](/artist/gian-lorenzo-bernini)’s bridge ruin (ca. 1630) at the Palazzo Barberini, in Rome. Examples from contemporary art include [Anselm Kiefer](/artist/anselm-kiefer), who uses charred and deconstructed materials to evoke the dark, mythic qualities of German culture in large-format history paintings. Artist [Daniel Arsham](/artist/daniel-arsham), inspired by his childhood memories of the destruction of Hurricane Andrew in 1991, casts obsolete electronics out of geological materials, while [Sterling Ruby](/artist/sterling-ruby)’s rough-hewn monumental sculptures made of ceramics and bronze resemble exhumed objects. 
"
4de95deac18242000100e131,political-minimalism,http://artsy.net/gene/political-minimalism,Political Minimalism,Contemporary Tendencies (Strictly for Artists Prominent in 1990 and After),"A nonstandard term, contemporary political Minimalism describes contemporary artistic practices that use forms of [Minimalist art](/gene/minimalism) to critically deal with cultural or political subjects. Such approaches are noteworthy because Minimalist artists of the 1960s expressly avoided identifiable political content. Exhibitions such as Klaus Biesenbach’s 2009 _Political/Minimal_ at Berlin’s Kunstwerke have highlighted the explicit political engagement of the work of [Felix Gonzalez-Torres](/artist/felix-gonzalez-torres), [Monica Bonvicini](/artist/monica-bonvicini), and [Alfredo Jaar](/artist/alfredo-jaar), among others. Other examples include [Glenn Ligon](/artist/glenn-ligon), whose Minimalist monochrome paintings include provocative text about race and identity, and [Ai Weiwei](/artist/ai-weiwei), whose [_Tofu_](/artwork/ai-weiwei-tofu) (2012), a white porcelain block, recalls [Sol LeWitt](/artist/sol-lewitt)’s white cubes while drawing attention to the Chinese government’s lack of accountability in urban development (in China, the phrase “tofu-dreg project” refers to shoddy construction). Recent scholarship on Minimalism, however, has argued for its embeddedness in the politics of its day: the use of industrial materials, such as steel and Plexiglas, spoke to American military-industrial prowess, while repeated modular elements conjured a consumer society of replication. Such insights trouble the concept of “pure form” that has long been associated with the movement, creating a fruitful legacy for contemporary artists working in this vein."
55832d157261691532000247,post-internet-art,http://artsy.net/gene/post-internet-art,Post-Internet Art,Contemporary Tendencies (Strictly for Artists Prominent in 1990 and After),"Post-Internet refers to a current trend in art and criticism concerned with the impact of the Internet on art and culture. Taking cues from the understanding of Postmodernism as a reaction to or rejection of Modernism, post-Internet does not imply a time “after” the Internet but rather a time “about” the Internet. While [Net Art](/gene/net-art) of the late 1990s used the Internet primarily as a medium, post-Internet practices use both online and offline formats to engage with [digital culture](/gene/digital-culture), corporate culture, and the effects of ubiquitous networking. Emerging from discussions with Maria Olson in 2008 and elaborated further by critic Gene McHugh in 2009, the term _post-Internet_ continues to evolve, and not all artists often associated with it (for example, [AIDS-3D](/artist/aids-3d-d-keller-and-n-kosmas), [Petra Cortright](/artist/petra-cortright), Lucky PDF, [Jon Rafman](/artist/jon-rafman), [Ryan Trecartin](/artist/ryan-trecartin), [Amalia Ulman](/artist/amalia-ulman), [Harm van den Dorpel](/artist/harm-van-den-dorpel), [Artie Vierkant](/artist/artie-vierkant), and [Addie Wagenknecht](/artist/addie-wagenknecht)) embrace it. Recent exhibitions such as 2014’s _Art Post-Internet_ at the Ullens Center for Contemporary Art, in Beijing, and the New Museum’s 2015 Triennial _[Surround Audience](/show/new-museum-1-2015-triennial-surround-audience)_, in New York, have arguably helped canonize the term."
5266fafdcd530e8bba00025c,related-to-hip-hop,http://artsy.net/gene/related-to-hip-hop,Related to Hip-Hop,Contemporary Tendencies (Strictly for Artists Prominent in 1990 and After),"Artworks or design objects that have some relationship to hip-hop or rap music, which began in the Bronx, in New York City, in 1973. Examples could be depictions of rappers (such as Jay-Z or Slick Rick); [fashion](/gene/related-to-fashion) identified with rap (such as gold chains, ostentatious basketball sneakers, or “pimped” cars); or other aspects of hip-hop culture, such as DJs and breakdancing."
4f5fba5b140dba000100095c,social-action,http://artsy.net/gene/social-action,Social Action,Contemporary Tendencies (Strictly for Artists Prominent in 1990 and After),"Contemporary artworks that take or encourage action around social or political issues, from the global financial crisis to immigration and global warming. Works are often in non-traditional mediums, such as posters, or take the form of participatory events led by collectives rather than single artists. The action can take various forms, from discussions or a general heightened awareness to practical solutions to the issue at hand."
5266ff9d139b2174f10001ce,the-mundane,http://artsy.net/gene/the-mundane,The Mundane,Contemporary Tendencies (Strictly for Artists Prominent in 1990 and After),"Banal, ordinary subject matter, particularly the [representation of objects](/gene/representation-of-everyday-objects) or [places](/gene/vacant-and-vacated-spaces) that are usually ignored or considered to be unremarkable."
4f3eba372ee99a0001000665,advertising-and-brands,http://artsy.net/gene/advertising-and-brands,Advertising and Brands,Content,"Artworks that feature advertisements and logos. [Andy Warhol](/artist/andy-warhol) is most often associated with this practice. His [Pop Art](/gene/pop-art) paintings featuring Campbell’s soup cans and Coca-Cola bottles are icons of contemporary art history. While Pop Art is most often credited with introducing these types of visuals into art history—and moreover, making them the primary feature of an artwork—the practice dates back to [cubist](/gene/cubism) [collage](/gene/collage) in the 1910s. [Pablo Picasso](/artist/pablo-picasso) and [George Braque’s](/artist/georges-braque) papier-collé works commonly included newspaper advertisements. Today, [street artists](/gene/graffiti-slash-street-art) commonly use corporate logos in their work to criticize corporate practices and globalization."
4dc7eb8432e67b0001000127,americana,http://artsy.net/gene/americana,Americana,Content,"Artworks featuring objects or imagery associated with the United States, its history, and its culture, from Westerns and apple pie to World War II and the American flag. More often than not, artists have used Americana less to promote the values of America than as a means for cultural criticism."
4d937b5517cb1325370000ee,animals,http://artsy.net/gene/animals,Animals,Content,"_“Animals are such agreeable friends—they ask no questions, they pass no criticisms.” —George Eliot_

Whether pets, mythological beasts, or wild creatures, animals have always been a major subject of art and literature. Dating back to Paleolithic cave paintings in France and ancient Egyptian reliefs and artifacts, animals have been depicted by artists as friends, allegories, muses, and reflections on human nature."
4d90d193dcdd5f44a5000082,architecture-in-art,http://artsy.net/gene/architecture-in-art,Architecture in Art,Content,"A category that includes images of buildings (in paintings and photographs) as well as models and sculptures of buildings. Some of the earliest known depictions of [architecture](/gene/architecture) are frescoes in an aristocratic house in Boscoreale, Italy, from the 1st century BC that mimic marble columns and other architectural elements. The advent of photography offered countless new possibilities for documenting the built environment, and indeed some photographers have created images of architectural masterpieces as iconic as the buildings themselves."
518ba7fd9c0dedda83000235,atmospheric-landscapes,http://artsy.net/gene/atmospheric-landscapes,Atmospheric Landscapes,Content,"A general category for landscapes with a particularly hazy or soft-focus look. Major examples include paintings by [Tonalists](/gene/tonalism), [Impressionists](/gene/impressionism) (like [Claude Monet](/artist/claude-monet)), and [Romantics](/gene/romanticism) (like [Joseph William Mallord Turner](/artist/joseph-mallord-william-turner)), as well as, more recently, the works of [Wolf Kahn](/artist/wolf-kahn)."
4e84cc5b4f79350001003e1e,bedrooms-and-bathrooms,http://artsy.net/gene/bedrooms-and-bathrooms,Bedrooms and Bathrooms,Content,"Artworks featuring depictions of bedrooms and bathrooms. Common themes of such works include privacy and a lack of inhibition or social constrictions; [nudity](/gene/nude), sex, [the erotic](/gene/erotic), and intimacy; hygiene, cleanliness, and pampering; contemplation; elegance; private habits; [dreams](/gene/dreams-slash-altered-states-of-consciousness) and sleep; [death](/gene/mortality); drug use; [childhood](/gene/childhood); and entertainment (such as TV)."
50f077f59bc2537c1500008a,bible-story,http://artsy.net/gene/bible-story,Bible Story,Content,"Refers to depictions of Old and New Testament narratives, or those from other canonical Jewish or Christian texts. The secluded house church and synagogue excavated at Dura Europos, Syria, contain perhaps the earliest visual representations of Christ and stories from the Bible. After A.D. 313, when Christianity became the official religion of the Roman Empire, biblical iconography became publicly widespread, particularly in mosaics and paintings in churches. These images made important stories immediately recognizable to worshippers in the Middle Ages, and would remain ubiquitous throughout the [Renaissance](/gene/renaissance), with iconic examples painted by [Fra Angelico](/artist/fra-angelico) and [Jan van Eyck](/artist/jan-van-eyck). While the development of secular culture and private patronage in Europe allowed for the proliferation of many other types of images, Bible stories continue to capture the attention of artists; [Francis Bacon](/artist/francis-bacon)’s _Crucifixion Triptych_ and [Doris Salcedo](/artist/doris-salcedo)’s _Shibboleth_ serve as more abstract examples. Importantly, this category includes only representations of stories, and leaves out non-narrative depictions of Jesus or the [Madonna and Child](/gene/madonna-and-child)."
5064837849bc8800020003f4,caricature-slash-parody,http://artsy.net/gene/caricature-slash-parody,Caricature / Parody,Content,"_“The caricaturist plays with the likeness of his victim, and distorts it to express just what he feels about his fellow man.” –E.H. Gombrich_

Caricatures exaggerate features of individuals for the purpose of humor, mockery or criticism. Related to caricature, parody is a narrative or literary device—as opposed to a type of visual depiction—that imitates an original work or set of conventions while distorting it to comic, satirical or critical effect. In Western art, parody can be traced back to ancient Greek drama, while caricature is generally considered to have emerged out of 16th-century carnivalesque culture and grotesque disfigurations of the human figure. Over the course of the late-18th and 19th centuries in Europe and the United States, caricatures circulated in the press and pamphlets often delivered pointed political or social commentary. [William Hogarth](/artist/william-hogarth), considered the father of English caricature, made light of English social mores in his paintings and prints of the late 1700s, and by the 1830s in France a publication devoted entirely to the form, _La Caricature_, provided a forum for [Honoré Daumier](/artist/honore-daumier)’s political drawings. These modes—in particular parody—have been of interest to late-20th-century artists in part because of their prevalence in culture at large, as the popularity of the mockumentary, satirical sketch comedy, lampoons, and spoofs attests."
4e8e1a6dded4a40001008095,circus-slash-carnival,http://artsy.net/gene/circus-slash-carnival,Circus/Carnival,Content,"Images that feature circuses or carnivals. While historically the term “circus” referred to a type of Roman building or a circular road, today it is generally understood to mean a traveling group of performers—often accompanied by animals—who present shows in a large, circular tent. Carnivals are generally understood as traveling amusement shows, with rides like ferris wheels and roller coasters. In the late 19th and early 20th centuries, artists such as [Pablo Picasso](/artist/pablo-picasso) took up the subject of circus performers, building on a long tradition of their representation in art. Circus performers existed on the outskirts of society, and some critics argue that Picasso saw them as comparable figures to avant-garde artists."
4e4ec2464c2606000104bff1,city-scenes,http://artsy.net/gene/city-scenes,City Scenes,Content,"_“All great art is born of the metropolis.” —Ezra Pound_

Different from the urban panoramas of [cityscapes](/gene/cityscape), these works capture glimpses of urban life, from photographs of commuters in subway cars to abstract compositions of architectural elements. Depictions of city life became a popular subject in the late 19th century for Impressionists like [Pierre-Auguste Renoir](/artist/pierre-auguste-renoir) and [Gustave Caillebotte](/artist/gustave-caillebotte), who painted the burgeoning Paris street life that developed with the expansion of Paris’s boulevards and the placement of gas lamps along streets. In the early 1900s the [Ashcan School](/gene/ashcan-school) painters, followed by [Edward Hopper](/artist/edward-hopper), created realist works illustrating American modern life in New York City. Mid 20th-century [street photographers](/gene/street-photography) like [Garry Winogrand](/artist/garry-winogrand) and [Helen Levitt](/artist/helen-levitt) used their medium to document the diverse people, vibrant street signs, moving cars, and crowded crosswalks that give life to a city."
4d90d193dcdd5f44a500007b,cityscape,http://artsy.net/gene/cityscape,Cityscape,Content,"Artworks that depict cities viewed from afar. In Western Art, some of the earliest images of architecture date to ancient Rome, such as those in the Etruscan wall paintings at the Villa Boscoreale (ca. 40 B.C.). Though its exact origins are debatable, the modern practice of depicting cityscapes and skylines is often traced to 15th-century developments in the Netherlands, when small views of towns—seen through windows or dotting the background of sweeping landscapes— often adorned paintings, as in the [Limbourg Brothers](/artist/limbourg-brothers)' _Très Riches Heures du Duc de Berry_. These depictions were further developed in 17th-century Venice in the convention of the _veduta_ (Italian for “view”), which reached its apogee as a popular souvenir purchased by aristocrats on the Grand Tour. While the [Impressionists](/gene/impressionism) captured the hectic and hazy quality of modern life with their views of the boulevards of Europe, the task of truthfully depicting the city in the 19th century fell more and more to photographers"
507479c1cd92460002001828,classical-mythology,http://artsy.net/gene/classical-mythology,Classical Mythology,Content,"Artworks that depict Greek and Roman mythology. Greek mythology, concerned largely with the lives of gods and heroic humans, has origins in oral tradition but was recorded by poets such as Homer, Sophocles, and Euripides. Roman mythology, which borrowed heavily from Greek predecessors, often dealt with myths of origin, social institutions, and human destiny; key poets included Virgil and Ovid and central stories include those of the She-Wolf of the Capitoline and the Rape of the Sabine Women. Mythological narratives were represented widely in Greek and Roman art, particularly in pottery, sculpture, and mosaics. The allegorical power of the widely known stories remained long after the decline of associated pagan religions, and overlaps between pagan and Christian imagery are visible in the tombs of the earliest Christians. While classical imagery was largely dormant in the Medieval period, it returned in full force in iconic Renaissance paintings and sculptures by the likes of [Botticelli](/artist/alessandro-filipepi-called-sandro-botticelli), [Titian](/artist/tiziano-vecellio-called-titian), and [Raphael](/artist/raphael-raffaello-sanzio-da-urbino) in Italy and [Albrecht Dürer](/artist/albrecht-durer) in Germany, all of whom sought to reconcile Christian piety with Classical thought. Subsequent painters who dealt regularly with classical themes included [Peter Paul Rubens](/artist/peter-paul-rubens) and [Nicolas Poussin](/artist/nicolas-poussin), and in 17th- and 18th-century academic painting, the use of classical stories was an esteemed technique. In the last two centuries, artists have treated classical myths with a great deal of flexibility, examples including [Gustave Moreau](/artist/gustave-moreau)'s Symbolist depictions, [Picasso](/artist/pablo-picasso)'s works concerning the Spanish Civil War, and [Romare Bearden](/artist/romare-bearden)'s retelling of classical stories with black subjects.
"
4e5e8792ed9e120001002625,disaster,http://artsy.net/gene/disaster,Disaster,Content,Used in describing artworks that take a disaster as their subject.
50f078255c4d5614ff000081,equestrian,http://artsy.net/gene/equestrian,Equestrian,Content,"Works in the tradition of the equestrian portrait, in which the sitter is depicted on horseback. The mounted figure has been used to convey a sense of authority and monumentality since antiquity, the equestrian statue of Marcus Aurelius in Rome a prime example. Surviving through the Middle Ages, the convention was popularly taken up by artists like [Donatello](/artist/donatello) as part of the [Renaissance](/gene/renaissance) revival of classical forms. The equestrian portrait was a regular court commission during the [Baroque](/gene/baroque) and [Neoclassical](/gene/neoclassicism) periods, as seen in paintings by [Diego Velázquez](/artist/diego-velazquez) and [Jacques-Louis David](/artist/jacques-louis-david). In a similar vein, horses also figure centrally in scenes of war (as in those painted by [Paolo Uccello](/artist/paolo-uccello)), and they have remained a motif in modern and contemporary art, though increasingly portrayed in a manner that critiques or parodies monumentality."
4dcdf34f8080ad0001003a83,erotic,http://artsy.net/gene/erotic,Erotic,Content,"Works that arouse or are related to sexual desire, often incorporating [nude figures](/gene/nude). Although the tradition of erotic art harks back to the ancient Venus of Willendorf, eroticism became a major theme of Western art during the [Renaissance](/gene/renaissance), with the rise of the female nude (as in [Titian](/artist/titian)'s [_Venus of Urbino_](/artwork/titian-venus-of-urbino-1), 1538) as an accepted category of painting. However, eroticism was often covert rather than explicit, until the 20th century, when feminism in particular prompted artists and critics to challenge the taboos of depicting sexuality. Since then, erotic content in art has often been subversive—poking fun at or exposing society's prejudices and assumptions about sexuality."
4d90d196dcdd5f44a50000cb,flora,http://artsy.net/gene/flora,Flora,Content,"Works depicting flowers and plants, whether as the major focus of a painting (as in a still life), part of an elaborate ornamental program (such as on a building or vessel), or as a small, background aspect of a work (as has been the case in thousands of paintings throughout art history). In Western art, flowers have historically been used to symbolize spring, rebirth, hope, and the ephemeral nature of human life. Many flowers have specific meanings tied to them; the rose, for example, has been associated with the Virgin Mary, as well as martyrdom (red roses), purity (white roses), and of course love. Trees, on the other hand, have been used to signify knowledge or its acquisition."
