id,slug,gene name,gene family,description,automated?
4ee110a00fe62200010010ff,striped,Striped,Visual Qualities,"A general category for both two- and three-dimensional artworks incorporating stripes in some fashion. Striped artworks are most often abstract and geometrically precise. Although a major presence throughout art history (even dating to Medieval cathedrals), stripes are now most iconically associated with 1960s [Minimalist](/gene/minimalism) and [Conceptual](/gene/conceptual-art) artists like [Frank Stella](/artist/frank-stella), [Daniel Buren](/artist/frank-stella), [Sol LeWitt](/artist/sol-lewitt), or [Bridget Riley](/artist/bridget-riley), who often used stripes to create a nonhierarchical composition.",FALSE
4e84cca84f79350001003e3a,contemporary-portrait-painting,Contemporary Portrait Painting,Styles and Movements,"_“Painting portraiture will become obsolete when the time arrives that photographers will have learned something about portraiture in its deeper sense...” —[Alfred Stieglitz](/artist/alfred-stieglitz)_

Major 20th-century movements in painting generally had little interest in figuration, which had been the primary concern of painters prior to the dawn of photography. In the 1980s and '90s however, painters began to re-embrace figuration, pushing the age-old portrait genre in new directions. [Elizabeth Peyton](/artist/elizabeth-peyton)’s intimate portraits of art-world figures and celebrities explore youth, fame, and beauty, while [Kehinde Wiley](/artist/kehinde-wiley) employs the compositional style and precision of Old Masters works to valorize his traditionally marginalized black subjects. The varied contemporary takes on portraiture reveal that, contrary to Stieglitz's assertion, the genre is still full of potential.",TRUE
4eaf60c7d2a582000100bef6,typography,Typography,Medium and Techniques,"Artworks that include a particular typeface (typically borrowed from an established body of available typefaces) or artworks that comment on the subject of typography in general. A typeface is a style for expressing the letters of the alphabet (while a font is a specific variation of a typeface); for example, Helvetica is a typeface that connotes the clean, minimalist line of modernism. Calligraphy, by contrast, involves the creation of unique, hand-drawn lettering by a particular calligrapher. Historically, typography evolved alongside the growth of print culture, advancing rapidly in the 19th century and becoming a fundamental component of graphic design and fine arts. 
",FALSE
4e4d88d0f12bbc000100ca36,large-scale-photography,Large-Scale Photography,Medium and Techniques,"Used to describe photographs that are much larger in size than those associated with traditional film photography. In the 1980s, technology for creating human-scale photographic prints emerged and thus became a central part of the practice of artists such as [Jeff Wall](/artist/jeff-wall) and [Cindy Sherman](/artist/cindy-sherman). In the 1990s, the group most commonly associated with large-scale photography, and in many ways responsible for the worldwide popularity of the technique, were the students of [Bernd and Hilla Becher](/artist/bernd-and-hilla-becher) at the Kunstakademie Düsseldorf, including [Thomas Struth](/artist/thomas-struth-2), [Andreas Gursky](/artist/andreas-gursky), [Candida Höfer](/artist/candida-hofer), and [Thomas Ruff](/artist/thomas-ruff). Although today large scale photography is generally associated with digital color printing, it also encompasses traditional chemical printing techniques.",FALSE
4e779a8869b76500010050ae,performing-arts,Performing Arts,Subject Matter,"Performing arts, such as dance, theater, music, and acrobatics, have long been favorite subjects for visual artists. Plays provided dramatic narrative content for Greek vases in antiquity, troubadours enlivened tapestries and illuminated manuscripts during the Middle Ages, and actors from the [Kabuki](/artwork/utagawa-toyokuni-i-portrait-of-the-actor-ichikawa-yaozo-iii-in-the-role-of-minamoto-no-yoshitsune) theater populated Japanese prints during the 18th century. In their effort to depict modern urban life, the [Impressionists](/gene/impressionism) and [Post-Impressionists](/gene/post-impressionism) painted scenes of cabarets and concert halls—from [Henri de Toulouse-Lautrec](/artist/henri-de-toulouse-lautrec)’s raucous crowds at the [Moulin Rouge](/artwork/henri-de-toulouse-lautrec-quadrille-at-the-moulin-rouge) to [Mary Cassatt](/artist/mary-cassatt)’s high society [operagoers](/artwork/mary-cassatt-woman-in-a-loge). Many visual artists have also collaborated with performing arts productions. [Pablo Picasso](/artist/pablo-picasso) designed costumes for Erik Satie’s 1917 ballet _Parade_, and more recently [William Kentridge](/artist/william-kentridge) has designed and directed new stagings of operas like Mozart’s _The Magic Flute_.",FALSE
4e85ed7d4f90440001002567,burned-slash-charred,Burned/Charred,Medium and Techniques,"Artworks created from burned or charred materials—such as firewood—as well as works that evince the results of burning, rather than direct depictions of [fire](/tag/fire). Some examples are the firework artworks of [Cai Guo-Qiang](/artist/cai-guo-qiang) or the burn paintings of [Otto Piene](/artist/otto-piene), [Alberto Burri](/artist/alberto-burri), or [Yves Klein](/artist/yves-klein).",FALSE
4e8e1a2bfbb10e0001003157,representations-of-everyday-objects,Representations of Everyday Objects,Subject Matter,"_“I am for the art of ice-cream cones dropped on concrete... I am for the art of teddy-bears and guns and decapitated rabbits, exploded umbrellas, raped beds, chairs with their brown bones broken, burning trees, firecracker ends, chicken bones, pigeon bones …” –[Claes Oldenburg](/artist/claes-oldenburg)_

Everyday we are surrounded by and interact with countless objects that are so commonplace they often go unnoticed. While artists have included objects such as tableware, trinkets, and household goods in their work for centuries (especially in still lifes), it wasn't until the 1960s and [Pop Art](/gene/pop-art) that artists like Oldenburg sought to place these daily items front and center in the realm of art. Perhaps the most iconic examples of everyday objects depicted in art are [Andy Warhol](/artist/andy-warhol)’s Campbell’s soup can works (Warhol claimed he ate soup for lunch everyday for 20 years). Pop artists—and many artists in their wake—consistently sought out the most mundane, commercially manufactured items, at the same time abandoning any conventions around how such objects might be presented (as in a more traditional [still life](/gene/still-life)).",FALSE
4ec83dabb6169b0001000007,diaristic,Diaristic,Subject Matter,"Works—especially photographs—that keep a daily or frequent record of events, experiences and observations, and thus take on the character of a diary.
",FALSE
4e3ad6f9fe3b8c00010006aa,long-exposure,Long Exposure,Medium and Techniques,A commonly used technique in photography that blurs the moving parts of an image or dramatically enhances light in night or dark scenes. This is achieved by fixing the position of a camera (typically on a tripod) and using a slow shutter speed. Examples of long exposure photographs include images of blurred car lights on a highway or moonlit skies seemingly lit up as though it were daytime.,FALSE
4e5e87a0854a3d0001002710,chance,Chance,Medium and Techniques,"_“The law of chance, can be experienced only in a total surrender to the unconscious."" —[Jean Arp](/artist/jean-arp)_

Beginning largely with the [Dada](/gene/dada) movement in the late 1910s, Western artists have incorporated elements of chance in the creation and presentation of their work. This development is thought to have been inspired by a loss of faith in ordered Western civilization in the wake of World War I, as well by the development of relativist principles in fields ranging from quantum physics to psychology to Eastern philosophy. [Jean Arp](/artist/jean-arp) composed collages by dropping shapes at random while [Marcel Duchamp](/artist/marcel-duchamp) recorded the patterns formed by dropped strings; both diminished the status of the artist's conscious decisions in creating an artwork. Explorations of chance and the potential of the unconscious were central to both [Surrealism](/gene/surrealism) as well artists of later generations, like the [Abstract Expressionists](/gene/abstract-expressionism). [Ellsworth Kelly](/artist/ellsworth-kelly), for one, is well-known for choosing the colors for his grid paintings by rolling dice. The 1960s [Happenings](/gene/happenings) associated with [Fluxus](/gene/fluxus) and others introduced a new element of chance into art-making, with [John Cage](/artist/john-cage) famously using flipped coins as a means of composing musical scores.",FALSE
4e60080e1bb91700010021ac,pixelated,Pixelated,Visual Qualities,"Artworks and design objects that include some area(s) in which pixels are made intentionally visible. Pixels are the smallest components of images in computer graphics and digital photographs, akin to grain in traditional film.",FALSE
4e6a4315ec5e520001072274,mythology-and-religion,Mythology and Religion,Subject Matter,A general category for artworks containing religious or mythological symbols or conveying religious or mythological ideas. Examples range from historical pieces featuring gods and goddesses to contemporary works in which the artist engages with broad religious ideas or creates personal mythologies.,TRUE
4e84ac98b8c0d8000100134a,cinematic,Cinematic,Medium and Techniques,"Artworks that recall the look of feature films, including aspects such as lighting, costumes, and sets.
",FALSE
4e84cc5b4f79350001003e1e,bedrooms-and-bathrooms,Bedrooms and Bathrooms,Subject Matter,"Artworks featuring depictions of bedrooms and bathrooms. Common themes of such works include privacy and a lack of inhibition or social constrictions; [nudity](/gene/nude), sex, [the erotic](/gene/erotic), and intimacy; hygiene, cleanliness, and pampering; contemplation; elegance; private habits; [dreams](/gene/dreams-slash-altered-states-of-consciousness) and sleep; [death](/gene/mortality); drug use; [childhood](/gene/childhood); and entertainment (such as TV).",FALSE
4e8f6e5120df9500010059ba,new-topographics,New Topographics,Styles and Movements,"A label for a group of photographers who came to prominence in the 1970s and brought a new perspective to landscape photography that focused on an objective documentation of locations. Often, works labeled New Topographics also emphasized the relationship between man and nature through the documentation of industrial intrusions on land and scenes of suburban sprawl, motels, and parking lots. The label has its origins in a 1975 exhibition at the International Museum of Photography in Rochester, NY. Key artists from the exhibit include Robert Adams, [Bernd and Hilla Becher](/artist/bernd-and-hilla-becher), [Joe Deal](/artist/joe-deal), and [Stephen Shore](/artist/stephen-shore). The New Topographics were influential on much of contemporary photography, particularly Becher students like [Thomas Struth](/artist/thomas-struth-2), [Andreas Gursky](/artist/andreas-gursky), [Thomas Ruff](/artist/thomas-ruff) and [Candida Höfer](/artist/candida-hofer), who became known as the [""Dusseldorf School of Photography""](/gene/dusseldorf-school-of-photography).

",FALSE
4e0cebacb0c2a40001004c89,glittery,Glittery,Visual Qualities,"Although gems and stones have been used as far back as 40,000 BC to add shine and sparkle to cave paintings, the modern material we know as ""glitter"" was not invented until 1934. Glitter began to be used in cosmetics in the 1960s and soon after found its way into art history in the work of [outsider artists](/gene/outsider-art), and then in [Pop Art](/gene/pop-art), in works such as [Andy Warhol](/artist/andy-warhol)’s “Diamond Dust Shoes” series. Artists have been attracted to glitter and other sparkly materials (such as sequins and rhinestones) due to their association with—among other things—popular arts and crafts, drag, tackiness, and camp.",FALSE
4e259578944193000100631d,movement,Movement,Subject Matter,"Artworks featuring objects or human figures in motion, a subject that has been explored in countless ways in Western Art. The 20th century ushered in experiments with expressing movement more fully in sculpture ([Futurism](/gene/futurism)) as well as capturing what was not perceptible to the human eye (via photography and film).",FALSE
4e5708cb5dca140001003aa3,individual-portrait,Individual Portrait,Subject Matter,"_“Nothing in a portrait is a matter of indifference. Gesture, grimace, clothing, decor even—all must combine to realize a character.” —Charles Baudelaire_

Individual portraiture—the likeness of a single person—has long been one of the most popular forms of art. Whether as an attempt at objective or documentary truth or to express the power and prestige (or idea) of a person, individual portraits examine what it means to be human and an individual. Classical Greek portraiture was concerned with formal, ideal beauty rather than documentary truth. The Renaissance and a renewed interest in humanism established the great portrait tradition, which would pervade Europe for the next three hundred years, dominated by [Raphael](/artist/raphael) in Rome and [Titian](/artist/titian) in Venice. Individual portraits were also often commissioned by monarchs to reinforce and display royal might: [Hans Holbein](/artist/hans-holbein-the-younger)’s famous portrait of Henry VIII is a quintessential example of the portrait’s power to flatter and play to a sitter’s vanity. Likewise, portraits played a vital role in displaying and mirroring the material wealth of the growing merchant class in the Dutch golden age, as in the work of [Frans Hals](/artist/frans-hals) or [Rembrandt van Rijn](/artist/rembrandt-van-rijn). The invention of photography in the mid 1800s caused the portrait tradition to rapidly change; the newfound ability to capture an individual “as they were” meant that the painted portrait could no longer be taken for granted. Many variations in the photographic portrait resulted as did the exploration of how abstract painting might still make a portrait. Artists continue today to reconcile the traditional means of portraiture with photography.",FALSE
4e5ff8a5e890b100010863a4,abstract-photography,Abstract Photography,Styles and Movements,"Refers to photography lacking identifiable imagery, or whose subject matter is noticeably obscured. In the early 20th century, particularly through the work of [László Moholy-Nagy](/artist/laszlo-moholy-nagy), the [Surrealists](/gene/surrealism), and [Man Ray](/artist/man-ray), abstract photography gained appreciation and recognition as a realm for experimentation. Representational photography still remained dominant in art circles until the past few decades, when the birth of digital photography and tools like Photoshop encouraged a new generation of artists. Some of the most prominent photographers working today create abstract work (often alongside figurative work), including [Thomas Ruff](/artist/thomas-ruff), [James Welling](/artist/james-welling), and [Wolfgang Tillmans](/artist/wolfgang-tillmans).
",TRUE
4e60374fe890b1000125c530,france,France,Geographic Regions,Artists who are from or who have lived in France.,TRUE
4e60390fe890b1000126ed4f,spain,Spain,Geographic Regions,Artists who are from or who have lived in Spain.,TRUE
4e823b8775bc3a0001001ea1,post-70s-ego-generation,Post-'70s Ego Generation,Styles and Movements,"Used to describe a subset of Chinese contemporary artists who were born in or after the 1970s. While the preceding generation of artists were dealing with their nation's collective history, Post-‘70s artists generally demonstrate a return to the self, which is seen as an effect of China's One Child Policy and the far-reaching implications of growing up as only children. Major figures include [Wei Jia](/artist/wei-jia-wei-jia), [Chen Ke](/artist/chen-ke), and [Li Jikai](/artist/li-jikai).",TRUE
4ee13fdc531d2000010069e5,self-as-subject,Self as Subject,Subject Matter,"Artworks that take the artist as their subject, often expanding upon the traditional self-portrait's intention to capture the artist's likeness by exposing his or her inner state, body, or minutiae of daily life. The rise of such self-investigation is associated with artists like [Vito Acconci](/artist/vito-hannibal-acconci), [Bruce Nauman](/artist/bruce-nauman), and [Lynda Benglis](artist/lynda-benglis) who emerged in the 1970s, a decade dubbed the ""Me Generation"" by Tom Wolfe and characterized by _The Culture of Narcissism_, the title of Christopher Lasch's popular 1979 book. In a seminal essay from 1976, Rosalind Krauss argues that the newly widespread medium of video itself engendered an “Aesthetics of Narcissism,” the essay’s title. As artist Nancy Holt states in one of her video works, ""I am surrounded by me,"" an aesthetic and psychological state Krauss refers to as ""self-encapsulation"". While some artists indulge this state, others criticize it or use it as a window onto social and political issues. [Eleanor Antin](/artist/eleanor-antin)’s autobiographical performances in the early '70s incorporated political critiques from a feminist perspective, while [Cindy Sherman](/artist/cindy-sherman)'s serial portraits of herself enacting female clichés offer a critique of gender roles.
",FALSE
4eea6871f2e9690001002dd3,group-portrait,Group Portrait,Subject Matter,Portraits that depict at least two or more people.,FALSE
4ef104481c23d400010063ec,text,Text,Subject Matter,"Texts, like images, are central to representations and understandings of the world across cultures. As such, they have long appeared alongside images in artworks, and in some cases, are the artwork's essential characteristic. Ancient artifacts such as the [Rosetta Stone](/artwork/the-rosetta-stone-1) and the Code of Hammurabi demonstrate the long-standing role of texts in commanding political and moral authority, a tradition that continued, for instance, with the use of inscriptions on Roman monuments. In many cases, texts take on striking visual characteristics of their own: Egyptian hieroglyphics consisted of small, figurative symbols, elaborate Arabic scripts served as essential decorative elements in religious spaces where figurative representation was banned, and Medieval manuscripts often included exquisitely detailed lettering. Much more recently, text has played a central role in modern and contemporary movements: [Georges Braque](/artist/georges-braque)'s Cubist paintings featured words tucked between lines of fractured geometry, while [Roy Lichtenstein](/artist/roy-lichtenstein)'s cartoonish [Pop Art](/gene/pop-art) paintings often contained quote bubbles. Conceptual art up to the present has made heavy use of texts, as seen in [Joseph Kosuth](/artist/joseph-kosuth)'s dictionary definitions, [Jenny Holzer](/artist/jenny-holzer)'s ""truisms"", and [Lawrence Weiner](/artist/lawrence-weiner)'s wall pieces.",FALSE
4e0ce8e387b7d10001004359,blurred,Blurred,Visual Qualities,"Category for two-dimensional artworks that include blurs—areas in which images are less distinct—in them. Abstract and figurative paintings and works on paper are included in this category, as are photographs, which constitute the majority of artworks of this description. Artists well known for their blurred imagery are [Francis Bacon](/artist/francis-bacon), [Edvard Munch](/artist/edvard-munch), and [Gerhard Richter](/artist/gerhard-richter). Photography is arguably the root of the widespread use of the blur in art (since blurs could not be readily isolated until its invention), and some of its earliest influence could be seen in the works of [Impressionists](/gene/impressionism) like [Claude Monet](artist/claude-monet) and [Camille Pissarro](/artist/camille-pissarro).",FALSE
4e0ce83a87b7d10001004315,large-brushstrokes-slash-loose-brushwork,Large Brushstrokes/Loose Brushwork,Medium and Techniques,"In Western painting, the use of thick, expressive brushstrokes emerged largely in the late-19th and early-20th centuries; the tendency is visible in many of [Post-Impressionist](/gene/post-impressionism) [Paul Cézanne](/artist/paul-cezanne)'s landscapes, still lifes, and group portraits, as well as in [Henri Matisse](/artist/henri-matisse)'s vivid [Fauvist](/gene/fauvism) paintings. With the development of abstract painting in the 20th-century, such brushwork became more and more prevalent to the extent that it often overshadowed literal representation, as seen in the works of [Willem de Kooning](/artist/willem-de-kooning), [Helen Frankenthaler](/artist/helen-frankenthaler), [Franz Kline](/artist/franz-kline), and [Robert Motherwell](/artist/robert-motherwell). After a move away from such expressive painting (thanks in part to the rise of [Minimalism](/gene/minimalism)), in the 1980s, loose [Neo-Expressionist](/gene/neo-expressionism) brushwork became a central characteristic of works by [Jean Michel-Basquiat](/artist/jean-michel-basquiat), [Georg Baselitz](/artist/georg-baselitz), and [Julian Schnabel](/artist/julian-schnabel). The technique continues to be used by some of the most influential painters working today, including [Cecily Brown](/artist/cecily-brown) and [Jenny Saville](/artist/jenny-saville).",FALSE
4e84a8f5be468f00010020c8,infographics-and-diagrams,Infographics and Diagrams,Subject Matter,"Shortened form of ""Information graphics,"" which are visual representations of information. Examples would be pie charts or bar graphs.",FALSE
4e4d8814f12bbc000100ca20,stains-slash-washes,Stains/Washes,Medium and Techniques,"Two-dimensional artworks—primarily paintings and drawings—that include stains and washes. The term “stain” is generally used for paintings featuring oils or acrylics on unprimed canvas, which allows the paint to literally stain the painting surface itself. (Alternatively, and historically, paint would be applied to an impermeable gessoed canvas surface.) The technique of stain painting—where the painting is almost entirely created through stains and washes—is most often associated with the works of American artists [Helen Frankenthaler](/artist/helen-frankenthaler) and [Morris Louis](/artist/morris-louis).",FALSE
4e5707385dca140001003a7f,suspended-slash-hanging,Suspended/Hanging,Medium and Techniques,"The technique of hanging an artwork, typically sculptural, from the ceiling, or suspending a series of objects in space, giving the effect of them floating in air. The development of the technique is linked with a number of different modernist avant-garde practices: [Marcel Duchamp](/artist/marcel-duchamp) hung readymades such as a shovel and hat rack from the ceiling, while [Alexander Calder](/artist/alexander-calder)'s iconic mobiles were delicate ""drawings in space"" susceptible to subtle movements of air. Playing with concepts of visual perception and interactivity, [Jesús Rafael Soto](/artist/jesus-rafael-soto)'s _Penetrables_ consist of thin hanging tubes that permit viewers to enter the space of the sculpture itself. The hanging of objects from above has become common in contemporary installations, especially in works that seek to create an immersive or engineered effect. These range from [Ernesto Neto](/artist/ernesto-saboia-de-albuquerque-neto)'s membrane-like passageways, to [Cai Guo-Qiang](/artist/cai-guo-qiang)'s dramatic installations, to [Maurizio Cattelan](/artist/maurizio-cattelan)'s humorous, provocative sculptures, all of which were hung together in the Solomon R. Guggenheim Museum's rotunda for his retrospective exhibition, ""All.""
",FALSE
4e5e8792ed9e120001002625,disaster,Disaster,Subject Matter,Used in describing artworks that take a disaster as their subject.,FALSE
4e5fe867e890b10001023609,cultural-commentary,Cultural Commentary,Subject Matter,"A broad category for artworks that comment on various aspects of contemporary culture, often quite critically, as in works that focus on the misdeeds of political figures, the imperial actions of governments, or global economic inequalities. The 19th century French artist [Honoré Daumier](/artist/honore-daumier), dubbed the “Michelangelo of caricature,” is most often associated with cultural commentary in art. He satirized France’s bourgeoisie and justice system, and grotesquely caricatured government officials, which endeared him to the public, but also landed him six months in prison.",FALSE
4e5ffb90e890b1000109763d,unsettling-1,Unsettling,Subject Matter,"_""Fantasy, abandoned by reason, produces impossible monsters."" —[Francisco de Goya](/artist/francisco-de-goya)_

Artworks with disquieting or disturbing imagery, whether of monsters or violent misfortunes, the [grotesque](/gene/grotesque) or the [abject](/gene/the-abject). Well known historical examples include the works of Goya, [James Ensor](/artist/james-ensor), and [Edvard Munch](/artist/edvard-munch). In (especially recent) contemporary practice, unsettling imagery continues to fascinate artists, including [YBAs](/gene/young-british-artists-yba) [Damien Hirst](/artist/damien-hirst) and [Jake and Dinos Chapman](/artist/jake-and-dinos-chapman).",FALSE
4e603433e890b1000124d653,india,India,Geographic Regions,Artists who are from or who have lived in India.,TRUE
4e6034a6e890b10001250c98,canada,Canada,Geographic Regions,Artists who are from or who have lived in Canada.,TRUE
4e663d39d726df00010002f9,the-netherlands,The Netherlands,Geographic Regions,Artists who are from or who have lived in The Netherlands.,TRUE
4e7b44922f6f5c0001002033,language,Language,Subject Matter,"Artworks that engage with conceptual issues surrounding language, such as translation, the relationship between words and images, and semiotics. Such works typically include written texts, but some engage language more obliquely; for instance, [Leon Ferrari](/artist/leon-ferrari) often abstracted the formal elements of writing, and artists associated with [Dada](/gene/dada) addressed the arbitrariness of linguistic meaning through the use of nonsense speech. [_The Rosetta Stone_](/artwork/the-rosetta-stone-1) (196 B.C.), inscribed in three languages, is one of the earliest artifacts that demonstrated the need for translation in order to communicate history. The use of language as a primary material emerged as a central feature of [Conceptual Art](/gene/conceptual-art), as embodied in [Joseph Kosuth](/artist/joseph-kosuth)'s works involving images and corresponding dictionary definitions, or [Lawrence Weiner](/artist/lawrence-weiner)'s treatment of language as sculptural matter. The text-based works of [Jenny Holzer](/artist/jenny-holzer) and [Barbara Kruger](/artist/barbara-kruger) present language as a form of power and authority, using it both to startle and to amuse, while [Ed Ruscha](/artist/ed-ruscha), in his paintings, explores the clichéd language of pop culture.
",FALSE
4ebd60601439700001008a16,the-environment,The Environment,Subject Matter,"Although artists have long engaged with concepts of nature in the tradition of [landscape](/gene/landscapes), distinctly environmentalist artwork emerged in the 1960s in parallel with related social movements. Iconic [Land Art](/gene/land-art) projects by [Robert Smithson](/artist/robert-smithson) and [Christo and Jean-Claude](/artist/christo-and-jeanne-claude) were both celebrated for creating new spaces and audiences and critiqued for the damage they often inflicted on their environments. Perhaps in response, artists of succeeding generations have sought to explore the relationship between humans and the environment without damaging the latter. This is illustrated in such works as [Richard Long](/artist/richard-long)'s walks through remote territories and [Andy Goldsworthy](/artist/andy-goldsworthy-2)'s ephemeral sculptures in nature. In 1982, [Joseph Beuys](/artist/joseph-beuys) initiated the planting of 7,000 oak trees throughout Kassel, Germany, as his contribution to “Documenta 7.” Contemporary artworks often use documentation to raise awareness of human-caused environmental degradation, as seen in photography by [Edward Burtynsky](/artist/edward-burtynsky) and [Richard Misrach](/artist/richard-misrach), and in research-driven investigations of the systems governing social and natural ecologies, as in the work of [Mark Dion](/artist/mark-dion). In the era of global climate change, new terminology sheds light on shifting priorities; scientists have proposed the term Anthropocene for the current epoch in which human activity impacts every ecosystem on the planet, and “Eco Art” is gaining currency as a term to describe art that furthers ecological sustainability or takes the form of environmental activism.
",FALSE
4e0ce822569582000100414f,transparent-slash-translucent-medium,Transparent/Translucent Medium,Visual Qualities,"Artworks that viewers can see through, or almost see through. To achieve transparency, contemporary sculptors often use glass, resin, or plastic in their work. Artists who create a translucent effect in two dimensions characteristically employ a light touch, using watered-down pigments or executing their work on clear objects.",FALSE
4e0ce8bde066dd00010038b5,sharp-slash-prickly,Sharp/Prickly,Visual Qualities,Three-dimensional artworks and design objects with distinct points or jagged edges that look like they could cut or tear something. Iconic examples are Man Ray’s [_Cadeau_](/artwork/man-ray-cadeau-1) or Marcel Duchamp’s [_Bottle Rack_ ](/artwork/marcel-duchamp-bottle-rack-the-original-lost-was-carried-out-in-paris-in-1914-the-replica-was-carried-out-under-the-direction-of-marcel-duchamp-in-1964-by-the-gallery-schwarz-milan) readymade.,FALSE
4e4d88deb6944a00010156d6,camera-obscura,Camera Obscura,Medium and Techniques,"An optical device consisting of a darkened chamber with a small circular opening to let a small amount of light pass through. It traces its history back to the essential components of the pinhole camera in both Eastern and Western ancient civilizations. Importantly, the image of the space projected from the hole to the inside surface of the chamber is reversed. The camera obscura faded in popularity with the invention of photography in the mid nineteenth century, however modern and contemporary artists have often sought out the pinhole method for its more purified representation.",FALSE
4e5ff520e890b10001073a72,the-fantastic,The Fantastic,Subject Matter,"A general category for artworks depicting scenes, figures, or objects that appear to be imaginary, illusory, irrational, or bizarre. The earliest artist to explore the fantastic might have been [Hieronymus Bosch](/artist/hieronymus-bosch), who created allegorical paintings—like _The Garden of Earthly Delights_—of mythical creatures and humans in uncanny, imaginary landscapes. Arguably the best known modern movement associated with the fantastic is [Surrealism](/gene/surrealism), whose followers like [Salvador Dalí](/artist/salvador-dali) and [René Magritte](/artist/rene-magritte) embraced chance, dreams, and the irrational in their quest to express the human subconscious. [Dada](/gene/dada) also embraced the fantastic in a more abstract manner, as exemplified by [Man Ray](/artist/man-ray) in his photographs and experimental films. Contemporary artists push the subject matter to even greater extremes, whether in [Kenny Scharf](/artist/kenny-scharf)'s swirling dreamscapes of donuts, fish, and teddy bears, or the imaginary intergalactic explorations of [Cai Guo-Qiang](/artist/cai-guo-qiang)'s gunpowder explosions.
",FALSE
4e60331de890b1000123f364,china,China,Geographic Regions,Artists who are from or who have lived in China.,TRUE
4eb411300253b8000100256d,single-object,Single Object,Visual Qualities,"",FALSE
4e31d72d59cd670001000008,personal-histories,Personal Histories,Subject Matter,"Used in describing works referring to a personal past, whether the artist’s or another individual’s, through memories, narratives, or experiences recalled or documented by the artist.",FALSE
4e5fe8e9e890b10001046154,contemporary-pop,Contemporary Pop,Styles and Movements,"When it emerged in the 1960s, [Pop art](/gene/pop-art) was not just about bold colors and celebrity culture; it brought the popular world—from cartoons and advertising to apples and bananas—into the realm of high art, turning taste on its head in the process. In the late 1980s, [Jeff Koons](/artist/jeff-koons), [Ashley Bickerton](/artist/ashley-bickerton), and a handful of mostly New York-based contemporary artists revived this sensibility, in a movement known informally as “Neo-Pop.”  The Pop aesthetic is now wide-spread and global; artists working in this vein combine everything from camp and tchotchkes to luxury and immortal materials. [Takashi Murakami](/artist/takashi-murakami)'s ebullient flowers or [Damien Hirst](/artist/damien-hirst)’s prescription drug-named dots toy with the line between low and high art while not shying away from themes of decadence and death. At times confrontational and provocative, at times irreverent and witty, Pop art—now as then—speaks to the objects and images of our everyday lives. Perhaps [Andy Warhol](/artist/andy-warhol) said it most presciently; when asked, in 1961, what Pop art is, he responded: “It's liking things.”",FALSE
4e6034a6e890b10001250c9e,switzerland,Switzerland,Geographic Regions,Artists who are from or who have lived in Switzerland.,TRUE
4e603b39e890b10001272235,southeast-asia,Southeast Asia,Geographic Regions,"Artists who are from or who have lived in Southeast Asia, which includes Brunei, Burma, Cambodia, East Timor, Indonesia, Laos, Malaysia, Philippines, Singapore, Thailand, and Vietnam.",TRUE
4e66d48cb607460001125c58,provocative,Provocative,Subject Matter,"_""I wanted a shark that's big enough to eat you, and in a large enough amount of liquid so that you could imagine you were in there with it."" —[Damien Hirst](/artist/damien-hirst), on_ The Physical Impossibility of Death in the Mind of Someone Living, _(1991)_

Used to describe artworks that arouse strong feelings, whether because of their subject matter or technique. In perpetually challenging artistic traditions, artists have confronted issues of sexuality, [race](gene/race), [politics](gene/politics), and [religion](gene/related-to-religion), and incorporated surprising materials such as dirt or bodily fluid into their works, often facing a backlash of rejection and fierce criticism from the public. To take examples from the history of Western art, in the mid-late 19th century [Gustav Courbet](artist/gustav-courbet) and [Édouard Manet](artist/edouard-manet) shocked a conservative public with paintings that irreverently combined incongruent imagery with modern painting techniques. In the 20th century artists like [Marcel Duchamp](artist/marcel-duchamp] and [Robert Rauschenberg](Robert-rauschenberg) continued to defy established notions of what constitutes “art” by deeming everyday objects suitable for inclusion in sculptures, or as art objects themselves. Shock value is inherent in many provocative works—take [Robert Mapplethorpe](artist/Robert-mapplethorpe)’s sexually-charged photographs from the 1970s and [Andres Serrano](artist/andres-serrano)’s depictions of homeless people, members of the Ku Klux Klan, and cadavers, as well as his 1989 _Piss Christ_.",FALSE
4e7ba52da29c99000104e936,cobra,CoBrA,Styles and Movements,"An international artist group active between 1948 and 1951 whose name is derived from the first letters of the capitals of the members’ native countries: Copenhagen, Brussels, and Amsterdam. In the wake of the destruction of World War II, CoBrA rejected Western culture and [Surrealism](/gene/surrealism)&mdash;the most influential prewar art movement&mdash;emphasizing instead experimentation and spontaneous expression and drawing inspiration from children’s drawings and the art of ‘primitive’ cultures.",FALSE
4e84a9c4ebc4320001002ae3,related-to-film,Related to Film,Subject Matter,"Artworks that depict actors, directors, memorabilia, or 
imagery related to the film industry. May also be used to describe work engaging with film history or theory.",FALSE
4e84cd78432230000100353d,multiple-exposure,Multiple Exposure,Medium and Techniques,"The combination of two or more photographs into one image. Most often, two exposures are used--the name for this technique being double exposure. ",FALSE
